    Subject           Activity Average.Time.Mean.BodyAccel.X Average.Time.Mean.BodyAccel.Y
150                  -0.89051754                  -0.94625964                  -0.92453686
151                  -0.36811291                  -0.56182777                  -0.31851681
152                  -0.42768657                  -0.61711254                  -0.34270393
153                  -0.12591815                  -0.44312621                  -0.22138883
154                  -0.99014488                  -0.98174079                  -0.97042369
155                  -0.96936427                  -0.98388591                  -0.97445932
156                  -0.98838632                  -0.98312800                  -0.97017122
157                  -0.49801794                  -0.53472423                  -0.31818238
158                  -0.54436923                  -0.59409258                  -0.40052846
159                  -0.29662861                  -0.40213281                  -0.14490490
160                  -0.98720790                  -0.98414112                  -0.97684813
161                  -0.97014963                  -0.98373187                  -0.98086249
162                  -0.98702854                  -0.98679584                  -0.97920202
163                  -0.37468107                  -0.50468174                  -0.25502905
164                  -0.40363628                  -0.52206650                  -0.31821100
165                  -0.02999700                  -0.21710016                  -0.18439234
166                  -0.97372433                  -0.96311763                  -0.95418028
167                  -0.88042610                  -0.94816079                  -0.92665519
168                  -0.94680423                  -0.96582446                  -0.96116484
169                  -0.43149005                  -0.36223232                  -0.39727750
170                  -0.26051929                  -0.39404534                  -0.34170013
171                  -0.18941800                  -0.46312503                  -0.19922589
172                  -0.98839357                  -0.99032925                  -0.97393359
173                  -0.97448545                  -0.99158667                  -0.98365471
174                  -0.99312261                  -0.99369634                  -0.97618432
175                  -0.37444030                  -0.17590092                  -0.24735034
176                  -0.48803900                  -0.36605843                  -0.31893700
177                  -0.26306163                  -0.34806512                  -0.26372076
178                  -0.98703463                  -0.98200588                  -0.96117711
179                  -0.91574286                  -0.94562884                  -0.93779812
180                  -0.97178905                  -0.96817033                  -0.96757736
    Average.Freq.StdDev.BodyGyro.X Average.Freq.StdDev.BodyGyro.Y
1                       -0.5166919                    -0.03350816
2                       -0.5658925                     0.15153891
3                       -0.4954225                    -0.18141473
4                       -0.9779042                    -0.96234504
5                       -0.9874971                    -0.98710773
6                       -0.8822965                    -0.95123205
7                       -0.6040530                    -0.53304695
8                       -0.4763588                    -0.45975849
9                       -0.3794367                    -0.45873275
10                      -0.9868085                    -0.97735619
11                      -0.9749881                    -0.97103605
12                      -0.9888607                    -0.98191062
13                      -0.6151214                    -0.56888867
14                      -0.4848210                    -0.55604595
15                      -0.3086303                    -0.55309454
16                      -0.9680131                    -0.93960999
17                      -0.9019857                    -0.92312594
18                      -0.9759864                    -0.97703250
19                      -0.5426468                    -0.65465777
20                      -0.4835487                    -0.48982428
21                      -0.4149190                    -0.69151837
22                      -0.9733331                    -0.95412042
23                      -0.9124648                    -0.94582584
24                      -0.9750947                    -0.95618250
25                      -0.5293928                    -0.50268338
26                      -0.5016856                    -0.40348639
27                      -0.5149409                    -0.43155278
28                      -0.9693904                    -0.94757147
29                      -0.9127809                    -0.93185781
30                      -0.9807058                    -0.97725780
31                      -0.5153239                    -0.33200871
32                      -0.3902481                    -0.31361857
33                      -0.2867249                    -0.23547098
34                      -0.9634070                    -0.94490147
35                      -0.9528174                    -0.94253917
36                      -0.9621650                    -0.94536510
37                      -0.5636153                    -0.29085938
38                      -0.3686370                    -0.57996461
39                      -0.4327310                    -0.35171774
40                      -0.9427264                    -0.93824472
41                      -0.9478920                    -0.94581816
42                      -0.9623483                    -0.93972787
43                      -0.2342520                    -0.19080572
44                      -0.4099556                    -0.04788025
45                      -0.3027351                    -0.04613563
46                      -0.9853393                    -0.96892443
47                      -0.9742010                    -0.96805550
48                      -0.9678464                    -0.95031647
49                      -0.5074045                    -0.49099034
50                      -0.3616264                    -0.35203309
51                      -0.4235588                    -0.36428257
52                      -0.9618360                    -0.91058336
53                      -0.9247386                    -0.94195058
54                      -0.9463892                    -0.92313194
55                      -0.4582929                    -0.20439282
56                      -0.3413016                     0.17173579
57                      -0.3395144                    -0.34323700
58                      -0.9897124                    -0.98357965
59                      -0.9322739                    -0.95839986
60                      -0.9645446                    -0.95345350
61                      -0.6231503                    -0.45366318
62                      -0.5178116                    -0.15378785
63                      -0.3977228                    -0.48112749
64                      -0.9891895                    -0.98213792
65                      -0.9810091                    -0.99435309
66                      -0.9824246                    -0.98266063
67                      -0.5931429                    -0.44379833
68                      -0.5604630                    -0.48391839
69                      -0.4223632                    -0.51892313
70                      -0.9763399                    -0.95904070
71                      -0.8843852                    -0.93852985
72                      -0.9692546                    -0.95534368
73                      -0.4357147                    -0.31861851
74                      -0.5629110                    -0.36428326
75                      -0.4521904                    -0.24966033
76                      -0.9867147                    -0.97827071
77                      -0.9558184                    -0.97142515
78                      -0.9734468                    -0.95994413
79                      -0.6300821                     0.08329506
80                      -0.4647429                     0.64623364
81                      -0.3788829                     0.07413912
82                      -0.9815731                    -0.95822740
83                      -0.9627410                    -0.94430686
84                      -0.9597405                    -0.92995541
85                      -0.3576334                    -0.36536121
86                      -0.4372253                    -0.24361227
87                      -0.3516300                    -0.36097285
88                      -0.9888819                    -0.97345609
89                      -0.9482752                    -0.96944288
90                      -0.9582245                    -0.95999191
91                      -0.6737411                    -0.61194088
92                      -0.5098960                    -0.55960060
93                      -0.4703735                    -0.56521403
94                      -0.9820579                    -0.95434375
95                      -0.9739269                    -0.97840242
96                      -0.9775096                    -0.96813525
97                      -0.5048493                    -0.43923879
98                      -0.5244684                    -0.48115412
99                      -0.3931947                    -0.46939043
100                     -0.9900413                    -0.98481310
101                     -0.9817913                    -0.98394658
102                     -0.9772035                    -0.97062781
103                     -0.7349014                    -0.46089066
104                     -0.6007113                    -0.44342984
105                     -0.5139471                    -0.60775798
106                     -0.9925754                    -0.98571009
107                     -0.9622727                    -0.97880185
108                     -0.9930194                    -0.98345777
109                     -0.1083888                    -0.13301029
110                     -0.4775147                    -0.14992516
111                      0.1966133                    -0.02848957
112                     -0.9855760                    -0.95559861
113                     -0.9466070                    -0.96696724
114                     -0.9839448                    -0.95983137
115                     -0.2799315                     0.10770481
116                     -0.5320217                    -0.07904672
117                     -0.2533656                    -0.15996142
118                     -0.9784335                    -0.95801570
119                     -0.8905257                    -0.90123750
120                     -0.9851546                    -0.97309252
121                     -0.4918592                    -0.41940088
122                     -0.5609680                    -0.47829964
123                     -0.4697901                    -0.38841875
124                     -0.9895593                    -0.97472322
125                     -0.9645303                    -0.95408091
126                     -0.9762269                    -0.94659986
127                     -0.3744963                    -0.48162441
128                     -0.3381398                    -0.47388207
129                     -0.2845324                    -0.57033990
130                     -0.9823733                    -0.94610794
131                     -0.9198518                    -0.96217274
132                     -0.9580310                    -0.96071125
133                     -0.5450517                     0.28658152
134                     -0.5904308                    -0.30161998
135                     -0.4825983                     0.12605232
136                     -0.9815232                    -0.94373342
137                     -0.9416985                    -0.94587119
138                     -0.9826652                    -0.95499731
139                     -0.6169158                    -0.49589627
140                     -0.6029455                    -0.58617782
141                     -0.4848947                    -0.52341270
142                     -0.9888916                    -0.97625243
143                     -0.9618857                    -0.96579806
144                     -0.9847133                    -0.95779295
145                     -0.4066781                    -0.56720128
146                     -0.5001198                    -0.34936269
147                     -0.3162521                    -0.47064112
148                     -0.9905500                    -0.97982888
149                     -0.9726642                    -0.97596067
150                     -0.8913081                    -0.93229333
151                     -0.5329996                    -0.58793960
152                     -0.5908123                    -0.59823664
153                     -0.3981999                    -0.49750634
154                     -0.9913184                    -0.96948819
155                     -0.9753216                    -0.98174087
156                     -0.9909701                    -0.97749184
157                     -0.6423491                    -0.53094384
158                     -0.5742543                    -0.58786947
159                     -0.3909684                    -0.54303325
160                     -0.9889846                    -0.98103769
161                     -0.9702218                    -0.98185776
162                     -0.9893823                    -0.98305232
163                     -0.5454802                    -0.49747074
164                     -0.5563834                    -0.45998932
165                     -0.3454533                    -0.29310836
166                     -0.9816151                    -0.95320702
167                     -0.8867068                    -0.93610161
168                     -0.9580921                    -0.95755299
169                     -0.6543136                    -0.09413597
170                     -0.3503382                     0.23434678
171                     -0.3191231                    -0.35487269
172                     -0.9907278                    -0.98725981
173                     -0.9791626                    -0.98964372
174                     -0.9946522                    -0.99224079
175                     -0.3990323                     0.09554560
176                     -0.5034842                     0.04495455
177                     -0.2783866                    -0.25573205
178                     -0.9884848                    -0.97380495
179                     -0.9117182                    -0.93946977
180                     -0.9744884                    -0.96513415
    Average.Freq.StdDev.BodyGyro.Z Average.Freq.Mean.BodyAccMagnitude
1                      -0.43656223                       -0.128623451
2                      -0.57170784                       -0.352395945
3                      -0.23844357                        0.096584534
4                      -0.94391784                       -0.947782923
5                      -0.98234533                       -0.985356361
6                      -0.91658251                       -0.861767648
7                      -0.55985664                       -0.324289428
8                      -0.21807247                       -0.145318539
9                      -0.42298767                        0.293424827
10                     -0.96352266                       -0.961273748
11                     -0.96975430                       -0.964052166
12                     -0.96317422                       -0.975110196
13                     -0.54589639                       -0.290031535
14                     -0.56109765                       -0.315866079
15                     -0.54816431                        0.028941320
16                     -0.93063315                       -0.904185726
17                     -0.91974385                       -0.926968932
18                     -0.96725685                       -0.965524275
19                     -0.71645848                       -0.450804558
20                     -0.42453351                       -0.276825498
21                     -0.62165847                       -0.019074335
22                     -0.93286835                       -0.929002095
23                     -0.91665163                       -0.917614015
24                     -0.96580747                       -0.939389701
25                     -0.42036708                       -0.304992489
26                     -0.38037801                       -0.169261525
27                     -0.37470519                        0.155742169
28                     -0.94734648                       -0.936290605
29                     -0.91678936                       -0.904641392
30                     -0.96330574                       -0.962234984
31                     -0.51220923                       -0.201386608
32                     -0.30999809                       -0.081947940
33                     -0.27566726                        0.395958035
34                     -0.94732680                       -0.935750391
35                     -0.95445570                       -0.945949804
36                     -0.94713677                       -0.912351652
37                     -0.46327002                       -0.151243650
38                     -0.39306289                       -0.378618762
39                     -0.49512005                        0.218911066
40                     -0.93982602                       -0.908956776
41                     -0.95433941                       -0.945611450
42                     -0.95887641                       -0.927976881
43                     -0.14297423                       -0.095217283
44                      0.26320288                       -0.130264519
45                     -0.26825341                        0.301626757
46                     -0.96263225                       -0.947981783
47                     -0.97597646                       -0.953746071
48                     -0.97067197                       -0.932279646
49                     -0.34236722                       -0.318801023
50                     -0.16555455                       -0.372890349
51                     -0.35656147                        0.222203941
52                     -0.93418748                       -0.897718197
53                     -0.94494281                       -0.946330172
54                     -0.96568631                       -0.926604295
55                     -0.27329287                       -0.093023742
56                     -0.40382208                       -0.166866722
57                     -0.15039164                        0.220115703
58                     -0.96241856                       -0.955281011
59                     -0.95890126                       -0.940110167
60                     -0.97529880                       -0.950848109
61                     -0.49855464                       -0.458514063
62                     -0.72992873                       -0.336061027
63                     -0.39722047                        0.090280758
64                     -0.95680277                       -0.953066009
65                     -0.98230878                       -0.982255414
66                     -0.96318390                       -0.973994005
67                     -0.42225652                       -0.153116003
68                     -0.39609572                       -0.290005419
69                     -0.44851299                        0.148017269
70                     -0.95476988                       -0.955944253
71                     -0.95433576                       -0.945217803
72                     -0.95642438                       -0.943867440
73                     -0.45533390                       -0.234600866
74                     -0.27252501                       -0.367522801
75                     -0.42700825                        0.052879188
76                     -0.96945175                       -0.956901560
77                     -0.97553327                       -0.972393559
78                     -0.96979721                       -0.959535494
79                     -0.18023295                       -0.373516771
80                      0.52245422                       -0.075985181
81                      0.18279470                        0.471905155
82                     -0.95602881                       -0.940589853
83                     -0.95016271                       -0.949715060
84                     -0.95779048                       -0.899463669
85                     -0.54399759                       -0.275156242
86                     -0.52374430                       -0.165242148
87                     -0.34367330                        0.331150229
88                     -0.96622865                       -0.949752001
89                     -0.97128218                       -0.960337344
90                     -0.96001583                       -0.956001034
91                     -0.40321979                       -0.410463242
92                     -0.38730949                       -0.370649738
93                     -0.52110082                        0.114032089
94                     -0.96427005                       -0.958335481
95                     -0.98352740                       -0.971082558
96                     -0.98573100                       -0.968020521
97                     -0.43876870                       -0.429380043
98                     -0.27789147                       -0.150305643
99                     -0.54094952                        0.058068052
100                    -0.98096965                       -0.973626755
101                    -0.98672527                       -0.980967748
102                    -0.97835713                       -0.961046326
103                    -0.54840977                       -0.424386734
104                    -0.46602243                       -0.436561064
105                    -0.54399611                       -0.241973535
106                    -0.98279728                       -0.984781467
107                    -0.97482259                       -0.976797646
108                    -0.98648305                       -0.986788412
109                    -0.22027119                        0.032227230
110                    -0.20749812                       -0.079628763
111                    -0.21589223                        0.586637551
112                    -0.96786925                       -0.962632578
113                    -0.96321279                       -0.968910789
114                    -0.97541752                       -0.971957401
115                    -0.26495721                       -0.003533418
116                     0.09547683                       -0.205009295
117                     0.01830508                        0.151887747
118                    -0.94917682                       -0.946913452
119                    -0.91487201                       -0.921225595
120                    -0.97499527                       -0.952827071
121                    -0.38550536                       -0.251266389
122                     0.01309164                       -0.257894449
123                    -0.45077214                        0.239895894
124                    -0.97913068                       -0.974829227
125                    -0.96312457                       -0.962291334
126                    -0.98327071                       -0.953769071
127                    -0.25317388                       -0.024158496
128                    -0.22243179                       -0.086690512
129                    -0.37731903                        0.155526859
130                    -0.95104570                       -0.943078237
131                    -0.96365278                       -0.949044483
132                    -0.93696564                       -0.929818991
133                    -0.28782087                       -0.094260631
134                    -0.08225211                       -0.231382662
135                    -0.30589670                        0.364829993
136                    -0.96191405                       -0.945837830
137                    -0.96424992                       -0.957986177
138                    -0.98531784                       -0.967747053
139                    -0.45333786                       -0.434618912
140                    -0.31199641                       -0.322300989
141                    -0.57328191                       -0.023170163
142                    -0.97285179                       -0.968905031
143                    -0.97268865                       -0.960066088
144                    -0.98360275                       -0.973171068
145                    -0.60354421                       -0.566060023
146                    -0.60111261                       -0.527907562
147                    -0.50673831                       -0.288154788
148                    -0.97417287                       -0.967017993
149                    -0.97498209                       -0.972355393
150                    -0.91546750                       -0.774481944
151                    -0.42623209                       -0.379836743
152                    -0.36205218                       -0.167566383
153                    -0.43448219                        0.075101685
154                    -0.96826667                       -0.952411044
155                    -0.97735101                       -0.970605250
156                    -0.97178905                       -0.969269114
157                    -0.29784751                       -0.327229406
158                    -0.18350870                       -0.393928937
159                    -0.36781605                        0.149816459
160                    -0.97759552                       -0.974766467
161                    -0.98310505                       -0.973186182
162                    -0.98009644                       -0.981389018
163                    -0.30824339                       -0.352156842
164                    -0.22624338                       -0.213519365
165                    -0.41650589                        0.188840008
166                    -0.96156104                       -0.953928124
167                    -0.93203908                       -0.929146479
168                    -0.96631202                       -0.961035588
169                    -0.49411748                       -0.235683306
170                    -0.44415306                       -0.108306403
171                    -0.41616585                        0.115973968
172                    -0.97291252                       -0.973346532
173                    -0.98471423                       -0.984548095
174                    -0.97685896                       -0.986800645
175                    -0.23794147                       -0.342363773
176                    -0.25342707                       -0.400588354
177                    -0.37154148                        0.004101510
178                    -0.95730869                       -0.959923388
179                    -0.93517688                       -0.932047451
180                    -0.97219924                       -0.962840820
    Average.Freq.StdDev.BodyAccMagnitude Average.Freq.Mean.BodyAccJerkMagnitude
1                          -0.3980325868                          -0.0571194000
2                          -0.4162601015                          -0.4426521625
3                          -0.1865303011                           0.0262184949
4                          -0.9284448017                          -0.9852621268
5                          -0.9823138047                          -0.9925424775
6                          -0.7983009404                          -0.9333003608
7                          -0.5771052117                          -0.1690643528
8                          -0.3667282438                          -0.1895111369
9                          -0.0214787882                           0.2222474096
10                         -0.9555756022                          -0.9838746989
11                         -0.9605193815                          -0.9770652956
12                         -0.9751213879                          -0.9853741148
13                         -0.4563730809                          -0.1867645170
14                         -0.4479943692                          -0.4129208985
15                         -0.2338494221                          -0.0494779773
16                         -0.8746265921                          -0.9658888917
17                         -0.9218360766                          -0.9486274677
18                         -0.9683502174                          -0.9759495979
19                         -0.6511726282                          -0.3185878110
20                         -0.3010058985                          -0.3974062850
21                         -0.2636440303                          -0.1752952866
22                         -0.9198157096                          -0.9625007338
23                         -0.8953400421                          -0.9561392836
24                         -0.9371879760                          -0.9622871254
25                         -0.5196369261                          -0.2694816611
26                         -0.2540919271                          -0.2646749390
27                          0.0428533623                           0.0091839426
28                         -0.9256692911                          -0.9644403023
29                         -0.8867451707                          -0.9418259030
30                         -0.9625253694                          -0.9773563798
31                         -0.4216830935                          -0.0554014233
32                         -0.2221614337                          -0.1698682345
33                          0.1446227571                           0.2438342588
34                         -0.9395472029                          -0.9483486536
35                         -0.9445641075                          -0.9559140054
36                         -0.9053739798                          -0.9486554711
37                         -0.3517067805                          -0.0384187299
38                         -0.4153071067                          -0.4547832475
39                          0.0214440977                           0.0673898861
40                         -0.8869156382                          -0.9709541842
41                         -0.9372879651                          -0.9674178883
42                         -0.9105424629                          -0.9680662592
43                         -0.3608189785                          -0.1238344098
44                         -0.4092828517                          -0.1318505675
45                         -0.1561410936                           0.3315284599
46                         -0.9317212400                          -0.9809322924
47                         -0.9386281863                          -0.9797458720
48                         -0.9172579794                          -0.9617928524
49                         -0.5138919533                          -0.3168707156
50                         -0.5099294614                          -0.4195331086
51                          0.0888671674                           0.0071687788
52                         -0.8691725114                          -0.9530504408
53                         -0.9402655464                          -0.9632428840
54                         -0.9219297384                          -0.9543205856
55                         -0.3704719440                           0.0205189517
56                         -0.3614375347                          -0.1535531474
57                         -0.0616742841                           0.1569780471
58                         -0.9415119528                          -0.9859008011
59                         -0.9450482430                          -0.9516336905
60                         -0.9443049747                          -0.9685611216
61                         -0.5844559920                          -0.3951161342
62                         -0.3760278789                          -0.4759285017
63                         -0.1371230604                          -0.0974549966
64                         -0.9485219860                          -0.9753153315
65                         -0.9815039696                          -0.9886365953
66                         -0.9760376956                          -0.9769407746
67                         -0.4088962994                          -0.0299124253
68                         -0.3952851310                          -0.3208844625
69                         -0.1051249721                           0.0769968373
70                         -0.9506471888                          -0.9717152686
71                         -0.9397419290                          -0.9608590095
72                         -0.9421332552                          -0.9624484187
73                         -0.4383889532                          -0.1521115008
74                         -0.4090655164                          -0.4251000065
75                         -0.2109127664                          -0.0282156657
76                         -0.9385299310                          -0.9883485353
77                         -0.9704453789                          -0.9819775365
78                         -0.9494313192                          -0.9807543860
79                         -0.4574900095                          -0.4315914534
80                         -0.1432538892                          -0.2887443341
81                          0.1786845809                           0.1862234781
82                         -0.9291939372                          -0.9729853430
83                         -0.9397998698                          -0.9702141258
84                         -0.8596060471                          -0.9679885963
85                         -0.4583447924                          -0.2897539524
86                         -0.2556593408                          -0.2619566800
87                          0.1531241781                           0.1584133347
88                         -0.9411959381                          -0.9846894371
89                         -0.9502040458                          -0.9790787857
90                         -0.9455085600                          -0.9736812228
91                         -0.5921509851                          -0.3782784906
92                         -0.4189242561                          -0.4755977178
93                         -0.0534137179                          -0.0745659082
94                         -0.9425882501                          -0.9839686359
95                         -0.9571735719                          -0.9865026879
96                         -0.9581118959                          -0.9875145251
97                         -0.5651625077                          -0.3359388918
98                         -0.2173931706                          -0.3602998531
99                         -0.0618876767                          -0.1886803998
100                        -0.9653996797                          -0.9914272505
101                        -0.9755048406                          -0.9901627988
102                        -0.9490425317                          -0.9796873187
103                        -0.5655630570                          -0.4140377512
104                        -0.4362189334                          -0.5744813966
105                        -0.3442994342                          -0.3833987134
106                        -0.9822261516                          -0.9904070760
107                        -0.9732648536                          -0.9849870732
108                        -0.9876484845                          -0.9885484183
109                        -0.3247934061                           0.0730179929
110                        -0.3682534990                          -0.1873913170
111                         0.0828630624                           0.5384048461
112                        -0.9528022777                          -0.9837516467
113                        -0.9642591108                          -0.9791354127
114                        -0.9640567740                          -0.9806215641
115                        -0.3899340043                           0.0545269494
116                        -0.3202410123                          -0.2150140316
117                         0.0002421746                           0.0137917153
118                        -0.9421512315                          -0.9717304626
119                        -0.9186518803                          -0.9400078971
120                        -0.9418940855                          -0.9796954581
121                        -0.4381497912                          -0.1440098897
122                        -0.4033576117                          -0.3554437066
123                         0.0791271387                           0.1124426197
124                        -0.9744475932                          -0.9853423587
125                        -0.9600418444                          -0.9706342964
126                        -0.9444490709                          -0.9784441239
127                        -0.3813993080                           0.0659727285
128                        -0.3341262214                          -0.0458020362
129                        -0.0575202606                           0.0224783540
130                        -0.9267980298                          -0.9689082971
131                        -0.9437391352                          -0.9597438779
132                        -0.9132672513                          -0.9626547915
133                        -0.4075775158                          -0.0180705702
134                        -0.4100476433                          -0.3029680648
135                        -0.0453930349                           0.3350097243
136                        -0.9270901184                          -0.9741214668
137                        -0.9552913565                          -0.9737981557
138                        -0.9584656954                          -0.9859057039
139                        -0.5902658455                          -0.4186410469
140                        -0.4062833776                          -0.4298007788
141                        -0.1752917087                          -0.2008301371
142                        -0.9658522621                          -0.9844699629
143                        -0.9495225564                          -0.9722513552
144                        -0.9710630240                          -0.9831080843
145                        -0.6329274755                          -0.5645913422
146                        -0.5361202932                          -0.6547951106
147                        -0.3594370801                          -0.4716421116
148                        -0.9619972683                          -0.9879418255
149                        -0.9702036604                          -0.9822941708
150                        -0.6513532416                          -0.9600831474
151                        -0.5371839671                          -0.2933583412
152                        -0.2742262273                          -0.2949704709
153                         0.0057494366                          -0.1531720291
154                        -0.9345876991                          -0.9894819428
155                        -0.9639092993                          -0.9828768895
156                        -0.9665766317                          -0.9891381845
157                        -0.5503926049                          -0.2599340132
158                        -0.4687077345                          -0.4607702778
159                        -0.0712120044                           0.0108575640
160                        -0.9708852969                          -0.9887732694
161                        -0.9675291051                          -0.9841516460
162                        -0.9802963391                          -0.9880989026
163                        -0.5115736706                          -0.3608114563
164                        -0.3346261688                          -0.2944334157
165                        -0.0740585977                          -0.0128823827
166                        -0.9522814244                          -0.9691786867
167                        -0.9238571582                          -0.9527277652
168                        -0.9575640187                          -0.9734362485
169                        -0.3932575055                          -0.1089782065
170                        -0.1559937559                          -0.2391080467
171                        -0.0330868111                           0.0004488963
172                        -0.9712180198                          -0.9900937038
173                        -0.9822477160                          -0.9897938926
174                        -0.9815997836                          -0.9939982758
175                        -0.4698527949                          -0.3471801347
176                        -0.3945080808                          -0.5497848906
177                        -0.1785351733                          -0.1259614004
178                        -0.9435437326                          -0.9858263310
179                        -0.9217332331                          -0.9533576159
180                        -0.9640518107                          -0.9699492696
    Average.Freq.StdDev.BodyAccJerkMagnitude Average.Freq.Mean.BodyGyroMagnitude
1                                -0.10349240                       -0.1992525690
2                                -0.53305985                       -0.3259614574
3                                -0.10405226                       -0.1857202857
4                                -0.98160618                       -0.9584355894
5                                -0.99253600                       -0.9846176234
6                                -0.92180398                       -0.8621901854
7                                -0.16409197                       -0.5307048147
8                                -0.26042384                       -0.4506121848
9                                 0.22748073                       -0.3208385436
10                               -0.98412419                       -0.9718405961
11                               -0.97516046                       -0.9617759048
12                               -0.98456849                       -0.9721129727
13                               -0.08985199                       -0.5697557722
14                               -0.48060920                       -0.5142115837
15                               -0.15910229                       -0.3323766294
16                               -0.96656885                       -0.9466649437
17                               -0.94820681                       -0.9136823626
18                               -0.97530538                       -0.9645867248
19                               -0.32045870                       -0.6092855880
20                               -0.49732409                       -0.5757940721
21                               -0.28042678                       -0.4292133696
22                               -0.96158452                       -0.9487697524
23                               -0.96003250                       -0.9142091657
24                               -0.95803712                       -0.9615566602
25                               -0.30568538                       -0.4842628289
26                               -0.37861668                       -0.3925645309
27                               -0.08973570                       -0.3493384147
28                               -0.96654532                       -0.9447603220
29                               -0.94360196                       -0.9045439216
30                               -0.97638193                       -0.9682570688
31                               -0.09649997                       -0.3296811234
32                               -0.17773484                       -0.2306270151
33                                0.15480886                       -0.0143735434
34                               -0.94730470                       -0.9297256793
35                               -0.95538158                       -0.9266642970
36                               -0.95155266                       -0.9301536395
37                               -0.02213836                       -0.1929097655
38                               -0.49744136                       -0.5339829459
